name;vendor_code;price_prepaid;warehouse_main;description;media_img
"Компрессор HDC HD-A071 ременной";HD-A071;1007,34;"10 дней";"Параметры электрической сети: 230 В~, 50 Гц, 1ф , 
Потребляемая мощность: 2,2 кВт , 
Рабочее давление: 0–10 атм , 
Производительность: 396 л/мин , 
Ресивер: 70 , 
Тип: поршневой , 
Тип смазки: масляный , 
Привод: ременной , 
Количество цилиндров: 2 (рядный) , 
Объем масла: 0,85 л , 
Контроль уровня масла: масляной глазок , 
Количество выxодов: 2 быстросъема , 
Количество конденсаторов: , 
Передвижной: Да , 
Масса нетто: 58,3 кг , 
Масса брутто: 65,9 кг , 
Размеры коробки: 97 x 38 x 73 см , 
Гарантийный срок: 12 месяцев ,
2-цилиндровая рядная голова - равномерное охлаждение, меньше вибраций
Дополнительный теплоотвод на выходе головы
Внимание! Режим работы - повторно-кратковременный. 
Продолжительность одного цикла от 6 до 10 минут, с последующим перерывом до 10 минут. Допускается непрерывная работа электродвигателя компрессора не более 15 минут, но не чаще одного раза в течение двух часов.
Компрессор,
Фильтр воздушный,
Колесо транспортировочное (2 шт),
Опорная ножка (2 шт),
Комплект крепежа,
AES-18PG   Манометр для компрессора ECO, резьба 18,
AES-14PG   Манометр для компрессора ECO, резьба 14,
AES-414P   Прессостат четырехходовой,
AES-4R   Регулятор давления четырехходовой,
AB-FMT14   Соединение быстросъемное (латунь),
AS-FMT14   Соединение быстросъемное (сталь),";https://content.tools.by/images/products/cb-0176451912/8FA/8FAOA5Hf6jMLxSthtwiOdbOoaNrm6Yw6wOaaJEEt.jpg
"Компрессор HDC HD-A203 ременной";HD-A203;2581,54;"10 дней";"Параметры электрической сети: 380 В~, 50 Гц, 3ф , 
Потребляемая мощность: 6,5 кВт , 
Рабочее давление: 0–10 атм , 
Производительность: 900 л/мин , 
Ресивер: 200 л , 
Тип: поршневой , 
Тип смазки: масляный , 
Привод: ременной , 
Количество цилиндров: 3 (W-образный) , 
Объем масла: 1,5 л , 
Контроль уровня масла: масляной глазок , 
Количество выxодов: 2 быстросъема , 
Передвижной: Да , 
Масса нетто: 170 кг , 
Масса брутто: 211,3 кг , 
Габариты компрессора: 151 x 53 x 107 см, 
Размеры коробки: 163 x 59 x 115 см , 
Гарантийный срок: 12 месяцев ,
W-образная массивная помпа с большими ребрами для охлаждения
Мощный трехфазный двигатель с медной обмоткой
Низкая скорость вращения помпы гарантирует длительный ресурс и минимальную вибрацию
Магнитный пускатель для защиты трехфазного двигателя
2 передаточных ремня снижение нагрузки на привод, увеличение ресурса
Большой манометр для контроля давления в ресивере
3 пневмовыхода:
 быстросъем с регулятором давления и манометром
 шаровый кран 14 c соединением елочка
 шаровый кран на ресивере 12 (мама)  для прямого выхода воздуха или для увеличения емкости ресивера
Воздушные фильтры с металлическим корпусом и бумажными фильтроэлементами
Стальные прочные колеса для передвижения компрессора
Компрессор поставляется заправленный маслом.
В комплекте нет сетевого провода и вилки, оборудование необходимо оснастить необходимыми пользователю сетевым проводом и вилкой.
Подключать к электросети необходимо через автомат.
Компрессор,
Фильтр воздушный (3 шт),
Колесо транспортировочное (4 шт),
Комплект крепежа,";https://content.tools.by/images/products/cv-0056902986/rQe/rQeKOItMjsOA5A92PzaxA5xIA2ucfoUR0AEQcsFq.jpg
"Компрессор DGM AC-125C коаксиальный";DG2720-0;252,54;"10 дней";"Тип: поршневой, 
Тип смазки: масляный, 
Привод: прямой, 
Ресивер: 24 л, 
Потребляемая мощность: 1.5 кВт, 
Производительность: 240 л/мин, 
Объем масла: 0,25 л, 
Параметры электрической сети: 230 В , 50 Гц, 
Максимальное давление: 8 атм, 
Количество цилиндров: 1, 
Количество выxодов: 1 быстросъем, 
Контроль уровня масла: масляной глазок, 
Передвижной: Да, 
Масса нетто: 16,3 кг, 
Масса брутто: 17,84 кг, 
Габариты компрессора: 56,5 x 29 x 58,5 см, 
Габариты упаковки: 57 x 29,5 x 59,5 см, 
Гарантийный срок: 12 месяцев,
Тепловая защита электродвигателя
1 быстросъемный выход
Манометр давления в ресивере
Контрольный глазок для проверки уровня масла
Воздушный фильтр с поролоновым фильтроэлементом
Ручка для транспортировки
ВНИМАНИЕ!
Уровень масла должно быть чуть выше кромки красной точки контрольного глазка!

Компрессор поставляется с компрессорным маслом необходимого объема для стартового запуска компрессора. Масло может быть заправлено в картер компрессорной головы компрессора, либо перелито в отдельную герметичную емкость для целей транспортировки во избежание утечки из картера в зависимости от условий транспортировки изделия.

В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность.
Компрессор,
Фильтр воздушный (1 шт),
Колесо транспортировочное (2 шт),
Опорная ножка (1 шт),
Комплект крепежа,
Ёмкость с маслом,
Сапун,
Руководство по эксплуатации,
Коробка,";https://content.tools.by/images/products/ce-1161278059/JsV/JsVnQ1FpU2LEw0t1G84kIZBVKkiSxemWIMYI6CbZ.jpg
"Компрессор DGM AC-450F безмасляный";DG2720-5;661,57;"10 дней";"Тип: поршневой, 
Тип смазки: безмасляный, 
Привод: прямой, 
Ресивер: 50 л, 
Потребляемая мощность: 3 кВт, 
Производительность: 520 л/мин, 
Параметры электрической сети: 230 В , 50 Гц, 
Максимальное давление: 8 атм, 
Количество компрессорныx групп: 2, 
Количество цилиндров: 4, 
Количество выxодов: 2 быстросъема, 
Передвижной: Да, 
Масса нетто: 35,9 кг, 
Масса брутто: 38,85 кг, 
Габариты компрессора: 70 x 36,5 x 60,5 см, 
Габариты упаковки: 69 x 33,5 x 61 см, 
Гарантийный срок: 12 месяцев,
Для использования не требуется заливка масла
Защита электродвигателя от перегрузки
4-цилиндровый (2 компрессорных группы с 4 цилиндрами)
Тефлоновые кольца на поршне с низким коэффициентом трения
Манометр давления в ресивере
Манометр давления на выходе
Регулятор давления
2 быстросъемных выхода
Воздушные фильтры с поролоновыми фильтроэлементами
Ручка для транспортировки
Компрессор,
Колесо транспортировочное (2 шт),
Опорная ножка (1 шт),
Комплект крепежа,
Руководство по эксплуатации,
Коробка,";https://content.tools.by/images/products/ce-0111116400/3Vz/3VzMPZju6uhs3QH79NARwuzganZoafHtajZbHiBK.jpg
"Компрессор DGM AC-225F безмасляный";DG2720-4;337,82;"10 дней";"Тип: поршневой, 
Тип смазки: безмасляный, 
Привод: прямой, 
Ресивер: 24 л, 
Потребляемая мощность: 1,5 кВт, 
Производительность: 260 л/мин, 
Параметры электрической сети: 230 В , 50 Гц, 
Максимальное давление: 8 атм, 
Количество компрессорныx групп: 1, 
Количество цилиндров: 2, 
Количество выxодов: 2 быстросъема, 
Передвижной: Да, 
Масса нетто: 18,7 кг, 
Масса брутто: 20,25 кг, 
Габариты компрессора: 53 x 29,2 x 55 см, 
Габариты упаковки: 57,5 x 28,5 x 60 см, 
Гарантийный срок: 12 месяцев,
Для использования не требуется заливка масла
Защита электродвигателя от перегрузки
2-цилиндровый (1 компрессорная группа с 2 цилиндрами)
Тефлоновые кольца на поршне с низким коэффициентом трения
Манометр давления в ресивере
Манометр давления на выходе
Регулятор давления
2 быстросъемных выхода
Воздушный фильтр с поролоновым фильтроэлементом
Ручка для транспортировки
Компрессор,
Колесо транспортировочное (2 шт),
Опорная ножка (1 шт),
Комплект крепежа,
Руководство по эксплуатации,
Коробка,";https://content.tools.by/images/products/ce-1269110700/fZc/fZcLXAYfL4gRvhH3avpJxkvNncN9SvnnOfQfUTi4.jpg
"Компрессор DGM AC-6100LD безмасляный";DG2720-3;1324,80;"10 дней";"Тип: поршневой, 
Тип смазки: безмасляный, 
Привод: прямой, 
Ресивер: 100 л, 
Потребляемая мощность: 2,4 кВт, 
Производительность: 450 л/мин, 
Параметры электрической сети: 230 В , 50 Гц, 
Максимальное давление: 8 атм, 
Количество компрессорныx групп: 3, 
Количество цилиндров: 6, 
Количество выxодов: 2 быстросъема, 
Передвижной: Да, 
Масса нетто: 56,4 кг, 
Масса брутто: 61,5 кг, 
Габариты компрессора: 113 x 36 x 69.4 см, 
Габариты упаковки: 114 x 38 x 68 см, 
Гарантийный срок: 12 месяцев,
Для использования не требуется заливка масла
6-цилиндровый (3 компрессорные группы по 2 цилиндра)
Тефлоновые кольца на поршне с низким коэффициентом трения
Электронный блок управления с возможностью отдельного запуска каждой компрессорной группы
Функция последовательного запуска компрессорных групп, снижающая нагрузку на сеть электропитания
ЖК-дисплей для отображения питающего напряжения
Манометр давления в ресивере
Манометр давления на выходе
Регулятор давления
2 быстросъемных выхода
Воздушные фильтры с бумажными фильтроэлементами
Компрессор,
Фильтр воздушный (6 шт),
Колесо транспортировочное (4 шт),
Комплект крепежа,
Руководство по эксплуатации,
Коробка,";https://content.tools.by/images/products/ce-6785560845/G3y/G3yzQhd5Gd19gNc6EivjIH67VHxmWF09glQxmKR9.jpg
"Компрессор DGM AC-150C коаксиальный";DG2720-1;335,34;"10 дней";"Тип: поршневой, 
Тип смазки: масляный, 
Привод: прямой, 
Ресивер: 50 л, 
Потребляемая мощность: 1.8 кВт, 
Производительность: 260 л/мин, 
Объем масла: 0,25 л, 
Параметры электрической сети: 230 В , 50 Гц, 
Максимальное давление: 8 атм, 
Количество цилиндров: 1, 
Количество выxодов: 2 быстросъема, 
Контроль уровня масла: масляной глазок, 
Передвижной: Да, 
Масса нетто: 21,7 кг, 
Масса брутто: 24,1 кг, 
Габариты компрессора: 64.5 x 36.3 x 65 см, 
Габариты упаковки: 73 x 32.5 x 70 см, 
Гарантийный срок: 12 месяцев,
Тепловая защита электродвигателя
2 быстросъемных выхода
Манометр давления в ресивере
Манометр давления на выходе
Регулятор давления
Контрольный глазок для проверки уровня масла
Воздушный фильтр с поролоновым фильтроэлементом
Ручка для транспортировки
ВНИМАНИЕ!
Уровень масла должно быть чуть выше кромки красной точки контрольного глазка!

Компрессор поставляется с компрессорным маслом необходимого объема для стартового запуска компрессора. Масло может быть заправлено в картер компрессорной головы компрессора, либо перелито в отдельную герметичную емкость для целей транспортировки во избежание утечки из картера в зависимости от условий транспортировки изделия.

В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность.
Компрессор,
Фильтр воздушный (1 шт),
Колесо транспортировочное (2 шт),
Опорная ножка (2 шт),
Комплект крепежа,
Ёмкость с маслом,
Сапун,
Руководство по эксплуатации,
Коробка,";https://content.tools.by/images/products/ce-0100451412/RK7/RK7fqgXd5ehgJWrPWKbg1VAbM0WBI8yqVRb362pv.jpg
"Компрессор ECO AE-50-OF1 безмасляный";AE-50-OF1;609,67;"6 дней";"Тип: поршневой, 
Тип смазки: безмасляный, 
Привод: прямой, 
Ресивер: 50 л, 
Потребляемая мощность: 1,6 кВт, 
Производительность: 280 л/мин, 
Параметры электрической сети: 230 В, 50 Гц, 
Максимальное давление: 0–8 атм, 
Количество цилиндров: 4, 
Количество выxодов: 2 (1 быстросъем 1 шаровый кран), 
Количество конденсаторов: 2, 
Передвижной: Да, 
Масса нетто: 36,8 кг, 
Масса брутто: 40,5 кг, 
Габариты компрессора: 67 x 39 x 60,5 см, 
Габариты упаковки: 75 x 36 x 63 см 
Гарантийный срок: 12 месяцев,
Для использования не требуется заливка масла
Низкий уровень шума
4-цилиндровый (2 головы по 2 цилиндра)
Регулятор давления
Электромагнитный клапан
Манометры с металлическим корпусом
-Дополнительная воздушная трубка для уменьшения уровня шума
Воздушный фильтр с бумажным фильтроэлементом
2 выхода: 1 быстросъем и 1 шаровый кран с елочкой.
Компрессор,
Фильтр воздушный (2 шт),
Воздушная трубка (2 шт),
Колесо транспортировочное (2 шт),
Опорная ножка (2 шт),
Комплект крепежа,";https://content.tools.by/images/products/cv-0158900688/0dn/0dnGqhPcj2ecDcpNDMdilZs9U39iMZkYORbyByNW.jpg
"Фильтроэлемент бумажный для фильтра воздушного AEF-002M";AEF-002M;3,89;"10 дней";"Фильтроэлемент бумажный подходит для фильтров AEF-122M, AEF-382M
AEF-122M Фильтр возд. 12 ECO,
AEF-382M Фильтр возд. 38 ECO,";https://content.tools.by/images/products/cv-0016067920/hsR/hsR0Ayf7yJxB9ccdNeqOjpOSIlqyX2m3lqU29fKO.jpg
"Компрессор ECO AE-1003-B70 ременной";EC2610-0;1160,36;"10 дней";"Тип: поршневой, 
Тип смазки: масляный, 
Привод: ременной, 
Ресивер: 100 л, 
Потребляемая мощность: 3 кВт, 
Производительность: 580 л/мин, 
Объем масла: 0,7 л, 
Параметры электрической сети: 230 В , 50 Гц, 
Максимальное давление: 8 атм, 
Количество цилиндров: 3, 
Количество выxодов: 2 (1 быстросъем + 1 шаровый кран со штуцером елочка), 
Контроль уровня масла: масляной глазок, 
Передвижной: Да, 
Масса нетто: 84,9 кг, 
Масса брутто: 102,4 кг, 
Габариты компрессора: 114 x 40,1 x 83,5 см, 
Габариты упаковки: 120,7 x 49 x 88,3 см, 
Гарантийный срок: 12 месяцев,
W-образное расположение поршней способствует улучшенному охлаждению
Увеличенный масляный картер, для лучшей смазки и отвода тепла от поршневой группы
Цилиндры выполнены из высококачественного чугуна
Лопасти на маховике охлаждают гильзы цилиндров и масляный картер
Работа от однофазной сети электропитания
Тепловая защита двигателя
Регулятор давления на выходе
Два манометра
2 выхода (быстросъем и кран со штуцером елочка)
Чугунный коллектор и латунный обратный клапан
Защитная решетка ременного привода
ВНИМАНИЕ!
Уровень масла должен быть на уровне верхней кромки красной точки контрольного глазка!

Компрессор поставляется с компрессорным маслом необходимого объема для стартового запуска компрессора. Масло может быть заправлено в картер компрессорной головы компрессора, либо перелито в отдельную герметичную емкость для целей транспортировки во избежание утечки из картера в зависимости от условий транспортировки изделия.

В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность.
Компрессор,
Фильтр воздушный (3 шт),
Колесо транспортировочное (4 шт),
Комплект крепежа,
Ёмкость с маслом,
Сапун,
Руководство по эксплуатации,
Коробка,
AES-18PG   Манометр для компрессора ECO, резьба 18,
AES-14PG   Манометр для компрессора ECO, резьба 14,
AES-414P   Прессостат четырехходовой,
AES-4R   Регулятор давления четырехходовой,
AEF-122M   Фильтр воздушный (бумажн. фильтроэлемент, корпус - металл),
AEF-12P   Фильтр воздушный (бумажн. фильтроэлемент, корпус - пластик),
AB-FMT14   Соединение быстросъемное (латунь),
AS-FMT14   Соединение быстросъемное (сталь),
SGK-5   Набор пневмоинструмента ECO 5-в-1,";https://content.tools.by/images/products/ce-3119415617/kLq/kLqCiHTy76V4zff7uLZPu2l4kAt60NhO3PzDk840.jpg
"Компрессор DGM AC-2100B ременной";DG2720-2;830,48;"10 дней";"Тип: поршневой, 
Тип смазки: масляный, 
Привод: ременной, 
Ресивер: 100 л, 
Потребляемая мощность: 2.4 кВт, 
Производительность: 400 л/мин, 
Объем масла: 0,4 л, 
Параметры электрической сети: 230 В , 50 Гц, 
Максимальное давление: 8 атм, 
Количество цилиндров: 2, 
Количество выxодов: 2 быстросъема, 
Контроль уровня масла: масляной глазок, 
Передвижной: Да, 
Масса нетто: 60 кг, 
Масса брутто: 66 кг, 
Габариты компрессора: 111,5 x 38 x 78,2 см, 
Габариты упаковки: 115 x 42 x 79 см, 
Гарантийный срок: 12 месяцев,
Защита электродвигателя от перегрузки
2-цилиндровый
2 быстросъемных выхода
Манометр давления в ресивере
Воздушные фильтры с бумажными фильтроэлементами
Контрольный глазок для проверки уровня масла
4 устойчивых колеса
ВНИМАНИЕ!
Уровень масла должно быть чуть выше кромки красной точки контрольного глазка!

Компрессор поставляется с компрессорным маслом необходимого объема для стартового запуска компрессора. Масло может быть заправлено в картер компрессорной головы компрессора, либо перелито в отдельную герметичную емкость для целей транспортировки во избежание утечки из картера в зависимости от условий транспортировки изделия.

В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность.
Компрессор,
Фильтр воздушный (2 шт),
Колесо транспортировочное (4 шт),
Комплект крепежа,
Ёмкость с маслом,
Сапун,
Руководство по эксплуатации,
Коробка,";https://content.tools.by/images/products/ce-0030404500/eQQ/eQQzc795w3wOj04ugtY0EInqbtXYkgucm2MrJU8i.jpg
"Компрессор ASILAK SLA-544 коаксиальный";AS2840-2;573,93;"10 дней";"Тип: поршневой, 
Тип смазки: масляный, 
Привод: прямой, 
Ресивер: 50 л, 
Потребляемая мощность: 2,2 кВт, 
Производительность: 440 л/мин, 
Объем масла: 0,4 л, 
Параметры электрической сети: 230 В ~, 50 Гц, 
Максимальное давление: 8 атм, 
Количество цилиндров: 2, 
Количество выxодов: 2 (1 быстросъем + 1 шаровый кран со штуцером ""елочка""), 
Контроль уровня масла: масляной глазок, 
Передвижной: Да, 
Масса нетто: 36,3 кг, 
Масса брутто: 40,8 кг, 
Габариты компрессора: 43 x 67,5 x 70,5 см, 
Габариты упаковки: 73,5 x 41,2 x 70,2 см, 
Гарантийный срок: 12 месяцев,
Тепловая защита электродвигателя
2 выхода (быстросъемное соединение тип ""МАМА"" и штуцер ""елочка"")
Манометр давления в ресивере
Манометр давления на выходе
Регулятор уровня давления на выходе
Контрольный глазок для проверки уровня масла
Воздушные фильтры с поролоновыми фильтроэлементами
Прорезиненные колеса и ручка на ресивере для удобства транспортировки
ВНИМАНИЕ!
Уровень масла должно быть чуть выше кромки ""красной точки"" контрольного глазка!
Компрессор поставляется с компрессорным маслом необходимого объема для стартового запуска компрессора. Масло может быть заправлено в картер компрессорной головы компрессора, либо перелито в отдельную герметичную емкость для целей транспортировки во избежание утечки из картера в зависимости от условий транспортировки изделия.
В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность.
Компрессор,
Фильтр воздушный (2 шт),
Колесо транспортировочное (2 шт),
Опорная ножка (1 шт),
Комплект крепежа,
Ёмкость с маслом,
Сапун,
Руководство по эксплуатации,
Коробка,
AES-18PG   Манометр для компрессора ECO, резьба 18,
AES-14PG   Манометр для компрессора ECO, резьба 14,
AES-414P   Прессостат четырехходовой,
AES-4R   Регулятор давления четырехходовой,
AEF-382M   Фильтр воздушный (бумажн. фильтроэлемент, корпус - металл),
AEF-002M   Фильтроэлемент для фильтра воздушного, 
AB-FMT14   Соединение быстросъемное (латунь),
AS-FMT14   Соединение быстросъемное (сталь),
SGK-5   Набор пневмоинструмента ECO 5-в-1,";https://content.tools.by/images/products/cz-0230719104/PEZ/PEZPt0Ap5i8LQXbsYgfo1B2DzLxA7VLkQfp8GZeI.jpg
"Компрессор ASILAK SLA-526 коаксиальный";AS2840-1;360,06;"10 дней";"Тип: поршневой, 
Тип смазки: масляный, 
Привод: прямой, 
Ресивер: 50 л, 
Потребляемая мощность: 1,8 кВт, 
Производительность: 260 л/мин, 
Объем масла: 0,3 л, 
Параметры электрической сети: 230 В ~, 50 Гц, 
Максимальное давление: 8 атм, 
Количество цилиндров: 1, 
Количество выxодов: 2 (1 быстросъем + 1 шаровый кран со штуцером ""елочка""), 
Контроль уровня масла: масляной глазок, 
Передвижной: Да, 
Масса нетто: 25,5 кг, 
Масса брутто: 28,4 кг, 
Габариты компрессора: 39 x 67,5 x 63,7 см, 
Габариты упаковки: 73,3 x 32,2 x 64 см, 
Гарантийный срок: 12 месяцев,
Тепловая защита электродвигателя
2 выхода (быстросъемное соединение тип ""МАМА"" и штуцер ""елочка"")
Манометр давления в ресивере
Манометр давления на выходе
Регулятор уровня давления на выходе
Контрольный глазок для проверки уровня масла
Воздушный фильтр с поролоновым фильтроэлементом
Прорезиненные колеса и ручка на ресивере для удобства транспортировки
ВНИМАНИЕ!
Уровень масла должно быть чуть выше кромки ""красной точки"" контрольного глазка!
Компрессор поставляется с компрессорным маслом необходимого объема для стартового запуска компрессора. Масло может быть заправлено в картер компрессорной головы компрессора, либо перелито в отдельную герметичную емкость для целей транспортировки во избежание утечки из картера в зависимости от условий транспортировки изделия.
В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность.
Компрессор,
Фильтр воздушный (1 шт),
Колесо транспортировочное (2 шт),
Опорная ножка (1 шт),
Комплект крепежа,
Ёмкость с маслом,
Сапун,
Руководство по эксплуатации,
Коробка,
AES-18PG   Манометр для компрессора ECO, резьба 18,
AES-14PG   Манометр для компрессора ECO, резьба 14,
AES-414P   Прессостат четырехходовой,
AES-4R   Регулятор давления четырехходовой,
AEF-382M   Фильтр воздушный (бумажн. фильтроэлемент, корпус - металл),
AEF-002M   Фильтроэлемент для фильтра воздушного, 
AB-FMT14   Соединение быстросъемное (латунь),
AS-FMT14   Соединение быстросъемное (сталь),
SGK-5   Набор пневмоинструмента ECO 5-в-1,";https://content.tools.by/images/products/cz-1507110374/P5i/P5iBSDnle05WPXycd0iYqPXG4maQKiVXDL7UvUdu.jpg
"Компрессор ASILAK SLA-324 коаксиальный";AS2840-0;284,26;"10 дней";"Тип: поршневой, 
Тип смазки: масляный, 
Привод: прямой, 
Ресивер: 24 л, 
Потребляемая мощность: 1,5 кВт, 
Производительность: 235 л/мин, 
Объем масла: 0,25 л, 
Параметры электрической сети: 230 В ~, 50 Гц, 
Максимальное давление: 8 атм, 
Количество цилиндров: 1, 
Количество выxодов: 2 (1 быстросъем + 1 шаровый кран со штуцером ""елочка""), 
Контроль уровня масла: масляной глазок, 
Передвижной: Да, 
Масса нетто: 18,6 кг, 
Масса брутто: 20,95 кг, 
Габариты компрессора: 34 x 55 x 56 см, 
Габариты упаковки: 58 x 28,5 x 59,5 см, 
Гарантийный срок: 12 месяцев,
Тепловая защита электродвигателя
2 выхода (быстросъемное соединение тип ""МАМА"" и штуцер ""елочка"")
Манометр давления в ресивере
Манометр давления на выходе
Регулятор уровня давления на выходе
Контрольный глазок для проверки уровня масла
Воздушный фильтр с поролоновым фильтроэлементом
Прорезиненные колеса и ручка на ресивере для удобства транспортировки
ВНИМАНИЕ!
Уровень масла должно быть чуть выше кромки ""красной точки"" контрольного глазка!
Компрессор поставляется с компрессорным маслом необходимого объема для стартового запуска компрессора. Масло может быть заправлено в картер компрессорной головы компрессора, либо перелито в отдельную герметичную емкость для целей транспортировки во избежание утечки из картера в зависимости от условий транспортировки изделия.
В картере могут находиться остатки масла. Это связано с тем, что 100% устройств запускается на производстве после сборки для проверки на работоспособность.
Компрессор,
Фильтр воздушный (1 шт),
Колесо транспортировочное (2 шт),
Опорная ножка (1 шт),
Комплект крепежа,
Ёмкость с маслом,
Сапун,
Руководство по эксплуатации,
Коробка,
AES-18PG   Манометр для компрессора ECO, резьба 18,
AES-14PG   Манометр для компрессора ECO, резьба 14,
AES-414P   Прессостат четырехходовой,
AES-4R   Регулятор давления четырехходовой,
AEF-382M   Фильтр воздушный (бумажн. фильтроэлемент, корпус - металл),
AEF-002M   Фильтроэлемент для фильтра воздушного, 
AB-FMT14   Соединение быстросъемное (латунь),
AS-FMT14   Соединение быстросъемное (сталь),
SGK-5   Набор пневмоинструмента ECO 5-в-1,";https://content.tools.by/images/products/cz-7688013663/kcR/kcR7dJvbcLSXNAXx90Q4yyAzS5093LFvnheS2ExA.jpg
"Компрессор ECO AE-100-OF1 безмасляный";EC2610-1;1110,11;"4 дня";"Тип: поршневой, 
Тип смазки: безмасляный, 
Привод: прямой, 
Ресивер: 100 л, 
Потребляемая мощность: 2,4 кВт, 
Производительность: 420 л/мин, 
Параметры электрической сети: 230 В ~, 50 Гц, 
Максимальное давление: 8 атм, 
Количество компрессорныx групп: 3, 
Количество цилиндров: 6, 
Количество выxодов: 2 (1 быстросъем + 1 шаровый кран со штуцером ""елочка""), 
Передвижной: Да, 
Масса нетто: 64,75 кг, 
Масса брутто: 74,55 кг, 
Габариты компрессора: 107,5 x 46 x 66,5 см, 
Габариты упаковки: 117,5 x 45,5 x 68 см, 
Гарантийный срок: 12 месяцев,
Для использования не требуется заливка масла
3 высокопроизводительных и тихих бесщеточных электродвигателя с защитой от перегрузки
6-цилиндровый (3 компрессорные группы с 6 цилиндрами)
Манометр давления в ресивере
Манометр давления на выходе
2 выхода (быстросъемное соединение тип ""МАМА"" и штуцер ""елочка"")
Регулятор давления
Воздушные фильтры с бумажными фильтроэлементами
4 прорезиненных колеса и ручки на ресивере для удобства транспортировки
Компрессор,
Фильтр воздушный (3 шт),
Воздушная трубка (3 шт),
Колесо транспортировочное (4 шт),
Комплект крепежа,
Руководство по эксплуатации,
Коробка,";https://content.tools.by/images/products/cz-0070602000/unG/unG9JxNScpSCAXd2Ii0jPQaHyzUerhqBx66mCXFe.jpg
